Date,Exercise,Weight (kg),Reps,Sets
2025-03-13,Squats,60,8.0,1.0
2025-03-13,Leg Press,66,8.0,1.0
2025-03-13,Leg Press,73,8.0,1.0
2025-03-13,Leg Press,79,8.0,1.0
2025-03-13,Leg Press,79,8.0,1.0
2025-03-13,Leg Extensions,25,8.0,1.0
2025-03-13,Leg Extensions,32,10.0,1.0
2025-03-13,Leg Extensions,39,8.0,1.0
2025-03-13,Leg Extensions,39,8.0,1.0
2025-03-13,Standing Calf Raises,50,15.0,1.0
2025-03-13,Standing Calf Raises,50,15.0,1.0
2025-03-13,Standing Calf Raises,50,15.0,1.0
2025-03-16,Bench Press,40,10.0,1.0
2025-03-16,Bench Press,50,8.0,1.0
2025-03-16,Bench Press,55,8.0,1.0
2025-03-16,Incline Bench Press,18,8.0,1.0
2025-03-16,Incline Bench Press,18,8.0,1.0
2025-03-16,Incline Bench Press,20,8.0,1.0
2025-03-16,Incline Bench Press,20,8.0,1.0
2025-03-16,Pectoral Fly'S,52,8.0,1.0
2025-03-16,Pectoral Fly'S,59,8.0,1.0
2025-03-16,Pectoral Fly'S,66,4.0,1.0
2025-03-16,Pectoral Fly'S,59,8.0,1.0
2025-03-16,Tricep Pull Downs,5,12.0,1.0
2025-03-16,Tricep Pull Downs,7,12.0,1.0
2025-03-16,Tricep Pull Downs,7,12.0,1.0
2025-03-16,Tricep Pull Downs,7,12.0,1.0
2025-03-19,Lat Pulldown,39,8.0,1.0
2025-03-19,Lat Pulldown,45,8.0,1.0
2025-03-19,Lat Pulldown,45,8.0,1.0
2025-03-19,Lat Pulldown,45,8.0,1.0
2025-03-19,Lat Pulldown,39,8.0,1.0
2025-03-19,Machine Rows,27,8.0,1.0
2025-03-19,Machine Rows,32,8.0,1.0
2025-03-19,Machine Rows,36,8.0,1.0
2025-03-19,Arm Curls,18,8.0,1.0
2025-03-19,Arm Curls,23,8.0,1.0
2025-03-19,Arm Curls,27,8.0,1.0
2025-03-19,Arm Curls,27,8.0,1.0
2025-03-19,Arm Curls,32,2.0,1.0
2025-03-21,Shoulder Press,10,8.0,1.0
2025-03-21,Shoulder Press,14,8.0,1.0
2025-03-21,Shoulder Press,14,8.0,1.0
2025-03-21,Shoulder Press,16,8.0,1.0
2025-03-21,Shoulder Press,16,8.0,1.0
2025-03-21,Rear Delt Fly,25,8.0,1.0
2025-03-21,Rear Delt Fly,33,8.0,1.0
2025-03-21,Rear Delt Fly,25,20.0,1.0
2025-03-21,Rear Delt Fly,25,20.0,1.0
2025-03-21,Lateral Raises,6,15.0,1.0
2025-03-21,Lateral Raises,6,15.0,1.0
2025-03-21,Lateral Raises,6,15.0,1.0
2025-03-21,Lateral Raises,6,15.0,1.0
2025-04-11,Bench Press,40,10.0,1.0
2025-04-11,Bench Press,50,8.0,1.0
2025-04-11,Bench Press,55,8.0,1.0
2025-04-11,Bench Press,55,8.0,1.0
2025-04-11,Bench Press,60,3.0,1.0
2025-04-11,Incline Bench Press,18,8.0,1.0
2025-04-11,Incline Bench Press,18,8.0,1.0
2025-04-11,Incline Bench Press,20,8.0,1.0
2025-04-11,Incline Bench Press,20,8.0,1.0
2025-04-11,Pectoral Fly'S,52,8.0,1.0
2025-04-11,Pectoral Fly'S,59,8.0,1.0
2025-04-11,Pectoral Fly'S,59,8.0,1.0
2025-04-11,Pectoral Fly'S,59,8.0,1.0
2025-04-11,Tricep Pull Downs,5,12.0,1.0
2025-04-11,Tricep Pull Downs,7,12.0,1.0
2025-04-11,Tricep Pull Downs,7,12.0,1.0
2025-04-11,Tricep Pull Downs,7,12.0,1.0
2025-04-12,Deadlifts,60,8.0,1.0
2025-04-12,Deadlifts,70,8.0,1.0
2025-04-12,Deadlifts,70,8.0,1.0
2025-04-12,Lat Pulldown,39,8.0,1.0
2025-04-12,Lat Pulldown,45,8.0,1.0
2025-04-12,Lat Pulldown,45,8.0,1.0
2025-04-12,Lat Pulldown,45,8.0,1.0
2025-04-12,Lat Pulldown,39,8.0,1.0
2025-04-12,Machine Rows,27,8.0,1.0
2025-04-12,Machine Rows,32,8.0,1.0
2025-04-12,Machine Rows,32,8.0,1.0
2025-04-12,Machine Rows,36,8.0,1.0
2025-04-12,Concentrated Bicep Curls,20,8.0,1.0
2025-04-12,Concentrated Bicep Curls,20,8.0,1.0
2025-04-12,Concentrated Bicep Curls,20,8.0,1.0
2025-04-12,Concentrated Bicep Curls,25,3.0,1.0
2025-04-15,Shoulder Press,10,8.0,1.0
2025-04-15,Shoulder Press,14,8.0,1.0
2025-04-15,Shoulder Press,16,8.0,1.0
2025-04-15,Shoulder Press,16,8.0,1.0
2025-04-15,Shoulder Press,16,8.0,1.0
2025-04-15,Shoulder Press,18,4.0,1.0
2025-04-15,Rear Delt Fly,25,8.0,1.0
2025-04-15,Rear Delt Fly,33,10.0,1.0
2025-04-15,Rear Delt Fly,33,15.0,1.0
2025-04-15,Rear Delt Fly,25,20.0,1.0
2025-04-15,Lateral Raises,6,15.0,1.0
2025-04-15,Lateral Raises,6,15.0,1.0
2025-04-15,Lateral Raises,6,15.0,1.0
2025-04-15,Lateral Raises,6,15.0,1.0
2025-04-17,Squats,40,10.0,1.0
2025-04-17,Squats,60,8.0,1.0
2025-04-17,Squats,60,8.0,1.0
2025-04-17,Squats,60,8.0,1.0
2025-04-17,Romanian Deadlifts,40,8.0,1.0
2025-04-17,Romanian Deadlifts,50,8.0,1.0
2025-04-17,Romanian Deadlifts,50,8.0,1.0
2025-04-17,Leg Press,66,8.0,1.0
2025-04-17,Leg Press,66,8.0,1.0
2025-04-17,Leg Press,73,8.0,1.0
2025-04-17,Leg Press,73,8.0,1.0
2025-04-17,Prone Leg Curl,18,8.0,1.0
2025-04-17,Prone Leg Curl,27,8.0,1.0
2025-04-17,Prone Leg Curl,27,8.0,1.0
2025-04-17,Leg Extensions,25,8.0,1.0
2025-04-17,Leg Extensions,32,10.0,1.0
2025-04-17,Leg Extensions,39,8.0,1.0
2025-04-17,Leg Extensions,39,8.0,1.0
2025-04-18,Bench Press,40,10.0,1.0
2025-04-18,Bench Press,50,8.0,1.0
2025-04-18,Bench Press,55,8.0,1.0
2025-04-18,Bench Press,55,8.0,1.0
2025-04-18,Bench Press,60,4.0,1.0
2025-04-18,Incline Bench Press,18,8.0,1.0
2025-04-18,Incline Bench Press,20,8.0,1.0
2025-04-18,Incline Bench Press,20,8.0,1.0
2025-04-18,Incline Bench Press,22,8.0,1.0
2025-04-18,Pectoral Fly'S,52,8.0,1.0
2025-04-18,Pectoral Fly'S,59,8.0,1.0
2025-04-18,Pectoral Fly'S,59,8.0,1.0
2025-04-18,Pectoral Fly'S,59,8.0,1.0
2025-04-18,Tricep Pull Downs,5,12.0,1.0
2025-04-18,Tricep Pull Downs,7,12.0,1.0
2025-04-18,Tricep Pull Downs,7,12.0,1.0
2025-04-18,Tricep Pull Downs,7,12.0,1.0
2025-04-18,Rear Delt Fly,25,20.0,1.0
2025-04-18,Rear Delt Fly,25,20.0,1.0
2025-04-18,Cable Lateral Raises,4,8.0,1.0
2025-04-18,Cable Lateral Raises,4,8.0,1.0
2025-04-23,Deadlifts,60,8.0,1.0
2025-04-23,Deadlifts,70,8.0,1.0
2025-04-23,Deadlifts,70,8.0,1.0
2025-04-23,Lat Pulldown,39,8.0,1.0
2025-04-23,Lat Pulldown,45,8.0,1.0
2025-04-23,Lat Pulldown,45,8.0,1.0
2025-04-23,Lat Pulldown,45,8.0,1.0
2025-04-23,Lat Pulldown,39,8.0,1.0
2025-04-23,Machine Rows,32,8.0,1.0
2025-04-23,Machine Rows,36,8.0,1.0
2025-04-23,Machine Rows,32,8.0,1.0
2025-04-23,Machine Rows,32,8.0,1.0
2025-04-23,Concentrated Bicep Curls,20,8.0,1.0
2025-04-23,Concentrated Bicep Curls,20,8.0,1.0
2025-04-23,Concentrated Bicep Curls,25,3.0,1.0
2025-04-23,Concentrated Bicep Curls,20,8.0,1.0
2025-04-24,Shoulder Press,12,8.0,1.0
2025-04-24,Shoulder Press,16,8.0,1.0
2025-04-24,Shoulder Press,16,8.0,1.0
2025-04-24,Shoulder Press,18,8.0,1.0
2025-04-24,Shoulder Press,18,8.0,1.0
2025-04-24,Rear Delt Fly,25,8.0,1.0
2025-04-24,Rear Delt Fly,32,10.0,1.0
2025-04-24,Rear Delt Fly,32,15.0,1.0
2025-04-24,Rear Delt Fly,25,20.0,1.0
2025-04-24,Lateral Raises,6,15.0,1.0
2025-04-24,Lateral Raises,6,15.0,1.0
2025-04-24,Lateral Raises,6,15.0,1.0
2025-04-24,Lateral Raises,6,15.0,1.0
2025-04-26,Squats,40,10.0,1.0
2025-04-26,Squats,60,8.0,1.0
2025-04-26,Squats,70,8.0,1.0
2025-04-26,Squats,70,8.0,1.0
2025-04-26,Squats,80,4.0,1.0
2025-04-26,Romanian Deadlifts,40,8.0,1.0
2025-04-26,Romanian Deadlifts,50,8.0,1.0
2025-04-26,Romanian Deadlifts,50,8.0,1.0
2025-04-26,Leg Press,66,8.0,1.0
2025-04-26,Leg Press,66,8.0,1.0
2025-04-26,Leg Press,73,8.0,1.0
2025-04-26,Leg Press,73,8.0,1.0
2025-04-26,Prone Leg Curl,18,8.0,1.0
2025-04-26,Prone Leg Curl,27,8.0,1.0
2025-04-26,Prone Leg Curl,27,8.0,1.0
2025-04-26,Leg Extensions,25,8.0,1.0
2025-04-26,Leg Extensions,32,10.0,1.0
2025-04-26,Leg Extensions,39,8.0,1.0
2025-04-26,Leg Extensions,39,8.0,1.0
2025-04-27,Bench Press,40,10.0,1.0
2025-04-27,Bench Press,55,8.0,1.0
2025-04-27,Bench Press,55,8.0,1.0
2025-04-27,Bench Press,60,5.0,1.0
2025-04-27,Bench Press,60,4.0,1.0
2025-04-27,Incline Bench Press,20,8.0,1.0
2025-04-27,Incline Bench Press,20,8.0,1.0
2025-04-27,Incline Bench Press,22,5.0,1.0
2025-04-27,Incline Bench Press,20,8.0,1.0
2025-04-27,Pectoral Fly'S,52,8.0,1.0
2025-04-27,Pectoral Fly'S,59,8.0,1.0
2025-04-27,Pectoral Fly'S,59,8.0,1.0
2025-04-27,Pectoral Fly'S,59,8.0,1.0
2025-04-27,Tricep Pull Downs,5,12.0,1.0
2025-04-27,Tricep Pull Downs,7,12.0,1.0
2025-04-27,Tricep Pull Downs,7,12.0,1.0
2025-04-27,Tricep Pull Downs,7,12.0,1.0
2025-04-27,Cable Lateral Raises,4,8.0,1.0
2025-04-27,Cable Lateral Raises,4,8.0,1.0
2025-04-27,Cable Lateral Raises,4,8.0,1.0
2025-05-01,Deadlifts,60,8.0,1.0
2025-05-01,Deadlifts,70,8.0,1.0
2025-05-01,Deadlifts,70,8.0,1.0
2025-05-01,Lat Pulldown,39,8.0,1.0
2025-05-01,Lat Pulldown,45,8.0,1.0
2025-05-01,Lat Pulldown,45,8.0,1.0
2025-05-01,Lat Pulldown,45,8.0,1.0
2025-05-01,Lat Pulldown,39,8.0,1.0
2025-05-01,Machine Rows,32,8.0,1.0
2025-05-01,Machine Rows,36,8.0,1.0
2025-05-01,Machine Rows,32,8.0,1.0
2025-05-01,Machine Rows,32,8.0,1.0
2025-05-01,Arm Curls,18,8.0,1.0
2025-05-01,Arm Curls,23,8.0,1.0
2025-05-01,Arm Curls,27,8.0,1.0
2025-05-01,Arm Curls,27,8.0,1.0
2025-05-01,Arm Curls,32,5.0,1.0
